numbers_of_terms,numbers_of_modes,maximum_lengths_of_terms,maximum_bosonic_occupations,circuit_types,numbers_of_qubits,nonclifford_rotation_counts,left_elbow_counts,right_elbow_counts,rescaling_factors
8421,7,1,1,USP,38,124,182,140,8918.02516233618
8421,7,1,1,ASP,37,168,182,140,2235.8490885341694
8947,7,1,1,USP,38,124,182,140,8524.984227895431
8947,7,1,1,ASP,37,168,182,140,1930.3494538998402
9473,7,1,1,USP,38,124,182,140,8692.697296129176
9473,7,1,1,ASP,37,168,182,140,2531.664735313218
10000,7,1,1,USP,38,124,182,140,8645.964288981319
10000,7,1,1,ASP,37,168,182,140,2720.8844692054286
1,7,2,1,USP,21,0,5,4,15.669813424526637
1,7,2,1,ASP,20,0,5,4,7.834906712263319
527,7,2,1,USP,44,936,1333,1085,62418.922184238
527,7,2,1,ASP,43,952,1333,1085,17156.27957726368
1053,7,2,1,USP,46,1634,2399,1960,138038.86001579522
1053,7,2,1,ASP,45,1780,2399,1960,29715.874477551213
1579,7,2,1,USP,48,2216,3166,2593,267027.85033017927
1579,7,2,1,ASP,47,3118,3166,2593,37793.82311588548
2106,7,2,1,USP,48,2622,3641,2988,252461.52992810373
2106,7,2,1,ASP,47,3364,3641,2988,45906.72152630233
2632,7,2,1,USP,48,2984,4210,3451,319672.2332866991
2632,7,2,1,ASP,47,3514,4210,3451,50791.54712596477
3158,7,2,1,USP,48,3214,4538,3721,313171.15305525274
3158,7,2,1,ASP,47,3628,4538,3721,59790.068917291246
3684,7,2,1,USP,48,3334,4788,3924,373785.6866053007
3684,7,2,1,ASP,47,3654,4788,3924,60066.38287343068
4211,7,2,1,USP,48,3608,5099,4184,347296.8940844695
4211,7,2,1,ASP,47,3826,5099,4184,69690.25852521662
4737,7,2,1,USP,48,3556,5027,4122,351138.453380559
4737,7,2,1,ASP,47,3794,5027,4122,69233.56372625171
5263,7,2,1,USP,48,3710,5307,4351,370418.47189611965
5263,7,2,1,ASP,47,3846,5307,4351,74166.02167667405
5789,7,2,1,USP,48,3700,5302,4346,275764.6320874365
5789,7,2,1,ASP,47,3836,5302,4346,71347.37194311203
6316,7,2,1,USP,48,3822,5446,4466,386714.18151520466
6316,7,2,1,ASP,47,3910,5446,4466,75331.72013880864
6842,7,2,1,USP,48,3912,5504,4516,389730.2025236677
6842,7,2,1,ASP,47,3984,5504,4516,75955.80418633771
7368,7,2,1,USP,48,3910,5558,4558,369112.84804633143
7368,7,2,1,ASP,47,3958,5558,4558,74964.30691051192
7894,7,2,1,USP,48,3956,5624,4612,347330.77562670707
7894,7,2,1,ASP,47,3980,5624,4612,82860.90609898846
8421,7,2,1,USP,48,3974,5635,4621,335620.3954378569
8421,7,2,1,ASP,47,3994,5635,4621,77515.30614927223
8947,7,2,1,USP,48,3988,5663,4645,314551.93054576044
8947,7,2,1,ASP,47,4000,5663,4645,78905.36272984046
9473,7,2,1,USP,48,3966,5659,4640,370772.6649796688
9473,7,2,1,ASP,47,3976,5659,4640,81140.8225311595
10000,7,2,1,USP,50,4026,5717,4689,764513.703514361
10000,7,2,1,ASP,49,6066,5717,4689,79793.51524738804
1,7,3,1,USP,21,4,6,5,51.04364466304552
1,7,3,1,ASP,20,4,6,5,25.52182233152276
527,7,3,1,USP,48,1558,2222,1851,127677.81013646939
527,7,3,1,ASP,47,1840,2222,1851,27671.119072815778
1053,7,3,1,USP,50,3024,4262,3576,296256.48217690806
1053,7,3,1,ASP,49,3700,4262,3576,49641.835969193446
1579,7,3,1,USP,50,4116,5883,4929,378810.97386981477
1579,7,3,1,ASP,49,4256,5883,4929,68192.70755860805
2106,7,3,1,USP,52,5406,7655,6426,608260.2802053567
2106,7,3,1,ASP,51,7042,7655,6426,87097.33769061694
2632,7,3,1,USP,52,6468,9156,7683,714533.5406644861
2632,7,3,1,ASP,51,7618,9156,7683,109135.79855834128
3158,7,3,1,USP,52,7428,10619,8928,573119.5285342464
3158,7,3,1,ASP,51,8142,10619,8928,121663.66431165006
3684,7,3,1,USP,52,8160,11628,9793,752365.4855015393
3684,7,3,1,ASP,51,8586,11628,9793,135596.92889439178
4211,7,3,1,USP,54,9378,13295,11204,1475879.0321042535
4211,7,3,1,ASP,53,13388,13295,11204,155798.51073655143
4737,7,3,1,USP,54,10190,14497,12211,1536696.2878649582
4737,7,3,1,ASP,53,13810,14497,12211,168052.6304328772
5263,7,3,1,USP,54,11246,15826,13349,1406460.501275778
5263,7,3,1,ASP,53,14484,15826,13349,182186.14639764224
5789,7,3,1,USP,54,11986,16809,14191,1532676.8979899622
5789,7,3,1,ASP,53,14942,16809,14191,201485.80990563062
6316,7,3,1,USP,54,12568,17852,15070,1537388.8196690932
6316,7,3,1,ASP,53,15196,17852,15070,208699.1097297202
6842,7,3,1,USP,54,13602,19137,16168,1889787.9982927481
6842,7,3,1,ASP,53,15856,19137,16168,225411.57002510465
7368,7,3,1,USP,54,14274,20085,16974,1581028.8746396843
7368,7,3,1,ASP,53,16244,20085,16974,241206.0009410992
7894,7,3,1,USP,54,14852,21009,17760,1454882.9114632076
7894,7,3,1,ASP,53,16546,21009,17760,248680.40559070316
8421,7,3,1,USP,54,15414,22040,18622,1711710.5828682864
8421,7,3,1,ASP,53,16770,22040,18622,258292.0054200619
8947,7,3,1,USP,54,15994,22666,19170,1891700.342665053
8947,7,3,1,ASP,53,17194,22666,19170,270130.24376434006
9473,7,3,1,USP,54,17136,23992,20306,1589299.0082341535
9473,7,3,1,ASP,53,17956,23992,20306,285212.31287539133
10000,7,3,1,USP,54,17412,24696,20888,1539369.3217592721
10000,7,3,1,ASP,53,17988,24696,20888,295849.23192913685
1,7,4,1,USP,15,6,7,6,397.26777048756
1,7,4,1,ASP,14,6,7,6,198.63388524378
527,7,4,1,USP,50,2090,2903,2467,179465.84485467992
527,7,4,1,ASP,49,2242,2903,2467,33012.66513389292
1053,7,4,1,USP,52,3776,5480,4655,286016.06354248116
1053,7,4,1,ASP,51,4174,5480,4655,59837.09193803949
1579,7,4,1,USP,54,5330,7602,6462,660210.3831235619
1579,7,4,1,ASP,53,7146,7602,6462,87246.35640142934
2106,7,4,1,USP,54,7082,9948,8473,799523.3611436847
2106,7,4,1,ASP,53,8228,9948,8473,111935.10062611075
2632,7,4,1,USP,54,8518,12104,10325,806863.5086720363
2632,7,4,1,ASP,53,9056,12104,10325,133915.0059429391
3158,7,4,1,USP,56,9870,14087,12022,1633573.071807715
3158,7,4,1,ASP,55,13932,14087,12022,157117.51599725033
3684,7,4,1,USP,56,11626,16375,13997,1457423.807840277
3684,7,4,1,ASP,55,15062,16375,13997,186932.93263627376
4211,7,4,1,USP,56,13534,19082,16321,2186027.8691503587
4211,7,4,1,ASP,55,16204,19082,16321,215533.40380968584
4737,7,4,1,USP,56,14724,20945,17918,1980537.4975266496
4737,7,4,1,ASP,55,16862,20945,17918,238405.22438356184
5263,7,4,1,USP,56,15704,22455,19198,1509010.1265663155
5263,7,4,1,ASP,55,17382,22455,19198,250219.36079716973
5789,7,4,1,USP,56,17506,24777,21224,1976669.3511792952
5789,7,4,1,ASP,55,18592,24777,21224,280620.25615258963
6316,7,4,1,USP,56,18900,26902,23049,1581250.5640324748
6316,7,4,1,ASP,55,19386,26902,23049,304678.02344742516
6842,7,4,1,USP,56,20054,28421,24357,1402991.4359719036
6842,7,4,1,ASP,55,20118,28421,24357,322423.0953119201
7368,7,4,1,USP,58,21660,30629,26271,3165022.068520071
7368,7,4,1,ASP,57,29328,30629,26271,348255.4418197125
7894,7,4,1,USP,58,22276,31955,27387,3193039.810648284
7894,7,4,1,ASP,57,29524,31955,27387,357256.64576349745
8421,7,4,1,USP,58,24338,34634,29732,4638804.7761668125
8421,7,4,1,ASP,57,30918,34634,29732,389900.9131221018
8947,7,4,1,USP,58,24992,35690,30620,3753760.70970644
8947,7,4,1,ASP,57,31236,35690,30620,402531.81812992634
9473,7,4,1,USP,58,26462,37773,32432,4241021.492550055
9473,7,4,1,ASP,57,32164,37773,32432,424434.4648861334
10000,7,4,1,USP,58,27550,39558,33958,3343219.7743071737
10000,7,4,1,ASP,57,32734,39558,33958,447326.80482515047
1,7,5,1,USP,24,2,9,8,217.68497501843908
1,7,5,1,ASP,23,2,9,8,108.84248750921954
527,7,5,1,USP,51,2398,3379,2902,145065.11889327288
527,7,5,1,ASP,50,2468,3379,2902,39892.34843398108
1053,7,5,1,USP,53,4518,6499,5586,394567.3148547306
1053,7,5,1,ASP,52,4740,6499,5586,68469.85230218855
1579,7,5,1,USP,55,6744,9343,8059,631389.1646049169
1579,7,5,1,ASP,54,8272,9343,8059,104322.61016335749
2106,7,5,1,USP,55,8610,12298,10610,1041639.4867523274
2106,7,5,1,ASP,54,9330,12298,10610,136757.03199190574
2632,7,5,1,USP,57,10800,15223,13137,1958461.0501089324
2632,7,5,1,ASP,56,14820,15223,13137,164357.40938686617
3158,7,5,1,USP,57,12772,18071,15612,1777051.3883897
3158,7,5,1,ASP,56,16046,18071,15612,195626.10617625207
3684,7,5,1,USP,57,14504,20621,17814,1614006.89346049
3684,7,5,1,ASP,56,17082,20621,17814,226288.9641033995
4211,7,5,1,USP,58,16408,23567,20387,1764521.278495458
4211,7,5,1,ASP,57,18240,23567,20387,255075.1507210319
4737,7,5,1,USP,58,18592,26212,22685,2054619.3066909423
4737,7,5,1,ASP,57,19730,26212,22685,291640.3015018469
5263,7,5,1,USP,58,20380,29214,25282,2079572.8913578726
5263,7,5,1,ASP,57,20708,29214,25282,326871.8370571623
5789,7,5,1,USP,59,22306,31541,27313,3268710.94575162
5789,7,5,1,ASP,58,30234,31541,27313,349085.34560498066
6316,7,5,1,USP,59,24096,34392,29796,4156709.286110047
6316,7,5,1,ASP,58,31288,34392,29796,380346.0577748188
6842,7,5,1,USP,60,25726,36641,31740,4041205.50954625
6842,7,5,1,ASP,59,32308,36641,31740,405030.31198305276
7368,7,5,1,USP,60,27846,39236,34015,4319701.759879715
7368,7,5,1,ASP,59,33788,39236,34015,436392.35455650545
7894,7,5,1,USP,60,29786,42004,36446,4302886.766585463
7894,7,5,1,ASP,59,35054,42004,36446,470682.5870886452
8421,7,5,1,USP,60,31192,44342,38480,4571853.513690665
8421,7,5,1,ASP,59,35852,44342,38480,492041.60947518033
8947,7,5,1,USP,60,32942,46729,40549,4397830.298675388
8947,7,5,1,ASP,59,36966,46729,40549,527869.1148145588
9473,7,5,1,USP,59,34698,49229,42732,4361931.3190525565
9473,7,5,1,ASP,58,38088,49229,42732,547405.6416571544
10000,7,5,1,USP,60,36316,51953,45093,3210878.7197892354
10000,7,5,1,ASP,59,38980,51953,45093,579263.4718771845
1,7,1,3,USP,13,0,4,3,137.45731199698196
1,7,1,3,ASP,12,0,4,3,68.72865599849098
527,7,1,3,USP,47,152,224,182,12315.619609785474
527,7,1,3,ASP,46,196,224,182,2958.454166817149
1053,7,1,3,USP,47,152,224,182,12041.358603538452
1053,7,1,3,ASP,46,196,224,182,2917.9316929603574
1579,7,1,3,USP,47,152,224,182,12595.35868745994
1579,7,1,3,ASP,46,196,224,182,2286.7259665111715
2106,7,1,3,USP,47,152,224,182,10957.410655917403
2106,7,1,3,ASP,46,196,224,182,2228.9314061347386
2632,7,1,3,USP,47,152,224,182,11006.91147460773
2632,7,1,3,ASP,46,196,224,182,2573.6567012762866
3158,7,1,3,USP,47,152,224,182,12479.353872223928
3158,7,1,3,ASP,46,196,224,182,3257.5125995795706
3684,7,1,3,USP,47,152,224,182,12672.134066994124
3684,7,1,3,ASP,46,196,224,182,2568.958591871489
4211,7,1,3,USP,47,152,224,182,12694.683617247169
4211,7,1,3,ASP,46,196,224,182,2666.6026087547107
4737,7,1,3,USP,47,152,224,182,12572.246668005944
4737,7,1,3,ASP,46,196,224,182,2720.9186447492584
5263,7,1,3,USP,47,152,224,182,11669.619013984704
5263,7,1,3,ASP,46,196,224,182,2722.328781786357
5789,7,1,3,USP,47,152,224,182,12706.06690793009
5789,7,1,3,ASP,46,196,224,182,3017.6360874595493
6316,7,1,3,USP,47,152,224,182,12560.047463324863
6316,7,1,3,ASP,46,196,224,182,3164.973159009741
6842,7,1,3,USP,47,152,224,182,11990.16202109497
6842,7,1,3,ASP,46,196,224,182,2800.6608548697227
7368,7,1,3,USP,47,152,224,182,11781.91436601778
7368,7,1,3,ASP,46,196,224,182,2623.7854351698843
7894,7,1,3,USP,47,152,224,182,11529.70066481244
7894,7,1,3,ASP,46,196,224,182,2403.3602907902005
8421,7,1,3,USP,47,152,224,182,12677.149544023532
8421,7,1,3,ASP,46,196,224,182,2837.58272413678
8947,7,1,3,USP,47,152,224,182,11542.252746099357
8947,7,1,3,ASP,46,196,224,182,3150.340684490817
9473,7,1,3,USP,47,152,224,182,12217.360024968159
9473,7,1,3,ASP,46,196,224,182,2800.343042222082
10000,7,1,3,USP,47,152,224,182,12456.053028882012
10000,7,1,3,ASP,46,196,224,182,2407.1243306652973
1,7,2,3,USP,21,0,5,4,5.23143605603957
1,7,2,3,ASP,20,0,5,4,2.615718028019785
527,7,2,3,USP,52,1298,1858,1605,99675.9315678931
527,7,2,3,ASP,51,1304,1858,1605,21403.1291053079
1053,7,2,3,USP,54,2390,3396,2938,301103.13273183536
1053,7,2,3,ASP,53,2498,3396,2938,44302.015123290366
1579,7,2,3,USP,56,2882,4183,3607,461408.6810429146
1579,7,2,3,ASP,55,3778,4183,3607,52058.89150882751
2106,7,2,3,USP,56,3444,4935,4272,538869.8156161517
2106,7,2,3,ASP,55,4166,4935,4272,63303.12938580859
2632,7,2,3,USP,56,3842,5524,4782,664600.6282592606
2632,7,2,3,ASP,55,4406,5524,4782,71341.32442610602
3158,7,2,3,USP,56,4102,5910,5111,695898.0692902327
3158,7,2,3,ASP,55,4552,5910,5111,78378.59666239785
3684,7,2,3,USP,56,4510,6454,5595,632807.9830253972
3684,7,2,3,ASP,55,4840,6454,5595,87072.30524982915
4211,7,2,3,USP,56,4648,6638,5751,593316.6159133477
4211,7,2,3,ASP,55,4922,6638,5751,89051.46310375683
4737,7,2,3,USP,56,4906,7003,6073,705799.9408188997
4737,7,2,3,ASP,55,5094,7003,6073,94331.04098657741
5263,7,2,3,USP,56,5010,7178,6220,722070.2841358894
5263,7,2,3,ASP,55,5142,7178,6220,95792.44468795872
5789,7,2,3,USP,56,4976,7139,6183,661626.2934959603
5789,7,2,3,ASP,55,5112,7139,6183,95947.4525880157
6316,7,2,3,USP,56,5186,7372,6396,774236.4150258155
6316,7,2,3,ASP,55,5282,7372,6396,104322.08220240069
6842,7,2,3,USP,56,5154,7379,6395,654131.9444441682
6842,7,2,3,ASP,55,5234,7379,6395,105095.27981036226
7368,7,2,3,USP,56,5156,7390,6403,768964.4552173279
7368,7,2,3,ASP,55,5230,7390,6403,108715.24824954246
7894,7,2,3,USP,56,5238,7479,6483,645015.1819606995
7894,7,2,3,ASP,55,5294,7479,6483,104922.61825124583
8421,7,2,3,USP,56,5338,7604,6595,749666.3589916723
8421,7,2,3,ASP,55,5368,7604,6595,108302.85279129878
8947,7,2,3,USP,56,5356,7640,6623,657509.0591631806
8947,7,2,3,ASP,55,5370,7640,6623,108152.97818492608
9473,7,2,3,USP,56,5314,7616,6597,756125.6007204786
9473,7,2,3,ASP,55,5324,7616,6597,112890.73898559941
10000,7,2,3,USP,56,5394,7694,6671,652174.3345021255
10000,7,2,3,ASP,55,5396,7694,6671,111227.73535096558
1,7,3,3,USP,22,0,6,5,171.58752346193157
1,7,3,3,ASP,21,0,6,5,85.79376173096578
527,7,3,3,USP,55,2142,3050,2681,395424.9911916995
527,7,3,3,ASP,54,2428,3050,2681,40254.40862746525
1053,7,3,3,USP,57,3806,5524,4858,659050.0389087561
1053,7,3,3,ASP,56,4522,5524,4858,67019.63629057848
1579,7,3,3,USP,57,5606,7966,7043,637562.4311037795
1579,7,3,3,ASP,56,5808,7966,7043,98341.62584286503
2106,7,3,3,USP,59,7334,10363,9181,1568294.9136102465
2106,7,3,3,ASP,58,9066,10363,9181,135103.0169305201
2632,7,3,3,USP,59,8636,12190,10803,1524094.645534155
2632,7,3,3,ASP,58,9958,12190,10803,150945.92346907937
3158,7,3,3,USP,59,10096,14453,12798,1566860.9239812586
3158,7,3,3,ASP,58,10882,14453,12798,184202.1914621173
3684,7,3,3,USP,59,11464,16309,14460,1608328.727110859
3684,7,3,3,ASP,58,11862,16309,14460,203998.6103076297
4211,7,3,3,USP,61,13510,19107,16972,3252622.0890324395
4211,7,3,3,ASP,60,17432,19107,16972,242647.78178247454
4737,7,3,3,USP,61,14276,20324,18057,4584825.490246692
4737,7,3,3,ASP,60,17934,20324,18057,249659.2291519766
5263,7,3,3,USP,61,15290,21813,19371,3223986.1091346005
5263,7,3,3,ASP,60,18598,21813,19371,275584.37008729094
5789,7,3,3,USP,61,16890,23887,21252,3221968.6444386924
5789,7,3,3,ASP,60,19812,23887,21252,308937.3584000553
6316,7,3,3,USP,61,17820,25440,22624,3082653.666118966
6316,7,3,3,ASP,60,20380,25440,22624,320308.56660291925
6842,7,3,3,USP,61,18198,26044,23142,3275456.8635488315
6842,7,3,3,ASP,60,20586,26044,23142,328708.4911416693
7368,7,3,3,USP,61,19870,28119,25026,4219833.020871637
7368,7,3,3,ASP,60,21876,28119,25026,369238.5715857344
7894,7,3,3,USP,61,21032,29765,26511,5521956.419793004
7894,7,3,3,ASP,60,22716,29765,26511,397750.79900971166
8421,7,3,3,USP,61,22188,31372,27930,3257848.506633588
8421,7,3,3,ASP,60,23496,31372,27930,409356.83932638174
8947,7,3,3,USP,61,22848,32624,29033,3245148.3610655796
8947,7,3,3,ASP,60,23858,32624,29033,422452.56432743
9473,7,3,3,USP,61,24636,34954,31137,3908412.5433528447
9473,7,3,3,ASP,60,25194,34954,31137,463912.6465773348
10000,7,3,3,USP,61,24874,35169,31349,3274461.805382223
10000,7,3,3,ASP,60,25426,35169,31349,471908.829294109
1,7,4,3,USP,37,4,11,10,1.8460854985330002
1,7,4,3,ASP,36,4,11,10,0.9230427492665001
527,7,4,3,USP,57,2744,3895,3476,801727.3296509753
527,7,4,3,ASP,56,2930,3895,3476,53859.974005205266
1053,7,4,3,USP,59,5270,7486,6691,949841.235950663
1053,7,4,3,ASP,58,5728,7486,6691,95263.49084194945
1579,7,4,3,USP,60,7528,10780,9637,1592432.4222385192
1579,7,4,3,ASP,59,9338,10780,9637,138483.76980668944
2106,7,4,3,USP,61,10098,14353,12857,1627796.9986789962
2106,7,4,3,ASP,60,11202,14353,12857,184268.34084250298
2632,7,4,3,USP,61,12724,17870,16035,3215044.8816083074
2632,7,4,3,ASP,60,13150,17870,16035,233247.1444536902
3158,7,4,3,USP,63,14922,21045,18889,6437146.163103654
3158,7,4,3,ASP,62,18802,21045,18889,284221.7933157388
3684,7,4,3,USP,63,16570,23680,21247,5331578.4411450885
3684,7,4,3,ASP,62,19896,23680,21247,308477.76505175076
4211,7,4,3,USP,63,19000,26809,24099,4903399.405522652
4211,7,4,3,ASP,62,21772,26809,24099,346033.79343509336
4737,7,4,3,USP,63,20394,29180,26215,6227438.196492553
4737,7,4,3,ASP,62,22656,29180,26215,375263.64724236977
5263,7,4,3,USP,63,22540,32109,28857,6017362.203482579
5263,7,4,3,ASP,62,24228,32109,28857,423961.7189405279
5789,7,4,3,USP,63,24956,35333,31793,6481506.425704407
5789,7,4,3,ASP,62,26068,35333,31793,472016.24438246456
6316,7,4,3,USP,63,27070,38211,34401,6351485.431707575
6316,7,4,3,ASP,62,27642,38211,34401,505635.7324180901
6842,7,4,3,USP,65,29392,41466,37367,13061736.814071931
6842,7,4,3,ASP,64,37574,41466,37367,545672.8729966861
7368,7,4,3,USP,65,31142,43948,39603,12663913.120295823
7368,7,4,3,ASP,64,38836,43948,39603,589046.5319062168
7894,7,4,3,USP,65,32310,46169,41557,13102616.681048656
7894,7,4,3,ASP,64,39470,46169,41557,601735.7447215547
8421,7,4,3,USP,65,34536,49064,44204,12753731.291973256
8421,7,4,3,ASP,64,41200,49064,44204,660833.5373122741
8947,7,4,3,USP,65,36522,51893,46755,12503171.4757533
8947,7,4,3,ASP,64,42630,51893,46755,687375.0010506946
9473,7,4,3,USP,65,38488,54371,49035,12493813.057411186
9473,7,4,3,ASP,64,44200,54371,49035,743379.6865319995
10000,7,4,3,USP,65,40070,56834,51227,12795287.438198186
10000,7,4,3,ASP,64,45240,56834,51227,766558.3742309338
1,7,5,3,USP,37,4,11,10,279.7133736796037
1,7,5,3,ASP,36,4,11,10,139.85668683980185
527,7,5,3,USP,59,3180,4566,4108,480695.63383664703
527,7,5,3,ASP,58,3288,4566,4108,60605.37312310081
1053,7,5,3,USP,60,6878,9682,8752,1462336.3106162627
1053,7,5,3,ASP,59,7066,9682,8752,128909.35652175598
1579,7,5,3,USP,62,9506,13494,12192,3225873.1083827494
1579,7,5,3,ASP,61,10998,13494,12192,188370.27688982504
2106,7,5,3,USP,62,12644,17805,16125,5462969.6502408525
2106,7,5,3,ASP,61,13380,17805,16125,244384.03821514145
2632,7,5,3,USP,64,15638,22259,20159,12034786.840785343
2632,7,5,3,ASP,63,19630,22259,20159,305421.0175883928
3158,7,5,3,USP,65,18018,25563,23159,10354236.797152914
3158,7,5,3,ASP,64,21402,25563,23159,358511.2934562029
3684,7,5,3,USP,64,20950,29797,27009,6303149.890981397
3684,7,5,3,ASP,63,23566,29797,27009,419909.8327127327
4211,7,5,3,USP,65,24472,34382,31208,6266451.163986294
4211,7,5,3,ASP,64,26316,34382,31208,486293.44409015856
4737,7,5,3,USP,64,27132,38182,34631,12542621.120006483
4737,7,5,3,ASP,63,28222,38182,34631,527232.6295435698
5263,7,5,3,USP,64,29200,41528,37673,12130099.732975667
5263,7,5,3,ASP,63,29682,41528,37673,584378.7042408775
5789,7,5,3,USP,67,31936,45667,41425,14681809.38962162
5789,7,5,3,ASP,66,39836,45667,41425,640591.6036854995
6316,7,5,3,USP,66,35516,50314,45706,12641537.620661283
6316,7,5,3,ASP,65,42684,50314,45706,698485.4741884327
6842,7,5,3,USP,67,37414,52914,48074,22628751.395269856
6842,7,5,3,ASP,66,44118,52914,48074,744887.3053592057
7368,7,5,3,USP,67,40502,57243,52005,19934461.060492985
7368,7,5,3,ASP,66,46410,57243,52005,805120.1338507304
7894,7,5,3,USP,67,42946,60887,55332,15111121.61956662
7894,7,5,3,ASP,66,48220,60887,55332,858036.2128764704
8421,7,5,3,USP,66,45868,64864,58979,23835455.76306983
8421,7,5,3,ASP,65,50482,64864,58979,900646.5967331568
8947,7,5,3,USP,66,48982,69178,62895,25434981.519935023
8947,7,5,3,ASP,65,52800,69178,62895,987132.329710142
9473,7,5,3,USP,67,51386,72734,66173,24824711.66957102
9473,7,5,3,ASP,66,54648,72734,66173,1030699.1596355789
10000,7,5,3,USP,66,52774,74863,68064,16843062.78288731
10000,7,5,3,ASP,65,55560,74863,68064,1069257.5140950966
1,7,1,7,USP,13,0,4,3,24.42662038669016
1,7,1,7,ASP,12,0,4,3,12.21331019334508
527,7,1,7,USP,56,208,294,252,16427.71354358219
527,7,1,7,ASP,55,252,294,252,3740.595836566012
1053,7,1,7,USP,56,208,294,252,17649.161708263673
1053,7,1,7,ASP,55,252,294,252,3494.772988633298
1579,7,1,7,USP,56,208,294,252,16020.251831375823
1579,7,1,7,ASP,55,252,294,252,2876.7173308988126
2106,7,1,7,USP,56,208,294,252,16672.39201973563
2106,7,1,7,ASP,55,252,294,252,3221.1714442902185
2632,7,1,7,USP,56,208,294,252,15528.114418539506
2632,7,1,7,ASP,55,252,294,252,2880.849288942862
3158,7,1,7,USP,56,208,294,252,17024.21459218691
3158,7,1,7,ASP,55,252,294,252,3795.4265488338833
3684,7,1,7,USP,56,208,294,252,17825.068634761992
3684,7,1,7,ASP,55,252,294,252,2921.534135269081
4211,7,1,7,USP,56,208,294,252,17915.999334671887
4211,7,1,7,ASP,55,252,294,252,3917.5741484209966
4737,7,1,7,USP,56,208,294,252,17507.064036342283
4737,7,1,7,ASP,55,252,294,252,3289.521211464765
5263,7,1,7,USP,56,208,294,252,17458.8640083786
5263,7,1,7,ASP,55,252,294,252,4192.816902310916
5789,7,1,7,USP,56,208,294,252,16865.192147133523
5789,7,1,7,ASP,55,252,294,252,3491.004226718174
6316,7,1,7,USP,56,208,294,252,14806.0410893723
6316,7,1,7,ASP,55,252,294,252,2990.3217658455155
6842,7,1,7,USP,56,208,294,252,16747.850829037594
6842,7,1,7,ASP,55,252,294,252,2713.392960269211
7368,7,1,7,USP,56,208,294,252,16534.123836215582
7368,7,1,7,ASP,55,252,294,252,3229.1978606233442
7894,7,1,7,USP,56,208,294,252,17356.22361723607
7894,7,1,7,ASP,55,252,294,252,3383.986993989491
8421,7,1,7,USP,56,208,294,252,15432.509982698904
8421,7,1,7,ASP,55,252,294,252,2932.918583068886
8947,7,1,7,USP,56,208,294,252,15936.370151132787
8947,7,1,7,ASP,55,252,294,252,3043.4120140737323
9473,7,1,7,USP,56,208,294,252,13872.978014739661
9473,7,1,7,ASP,55,252,294,252,2839.652830215393
10000,7,1,7,USP,56,208,294,252,16895.982977707918
10000,7,1,7,ASP,55,252,294,252,2745.4914191853723
1,7,2,7,USP,33,16,23,22,1468.2940073322488
1,7,2,7,ASP,32,16,23,22,734.1470036661244
527,7,2,7,USP,63,2070,2841,2565,352313.82123189815
527,7,2,7,ASP,62,2542,2841,2565,32346.234038811566
1053,7,2,7,USP,63,3274,4504,4079,387735.554564071
1053,7,2,7,ASP,62,3448,4504,4079,56406.285438757106
1579,7,2,7,USP,65,4312,5980,5404,920978.2547320484
1579,7,2,7,ASP,64,5208,5980,5404,74139.89718863842
2106,7,2,7,USP,65,5030,6956,6298,1176141.3709964952
2106,7,2,7,ASP,64,5762,6956,6298,92850.7815464328
2632,7,2,7,USP,65,5692,7823,7091,892965.8785041323
2632,7,2,7,ASP,64,6276,7823,7091,101799.56440890333
3158,7,2,7,USP,65,6362,8754,7927,1135894.897491303
3158,7,2,7,ASP,64,6756,8754,7927,117500.64517217505
3684,7,2,7,USP,65,6742,9258,8392,1229970.1294564006
3684,7,2,7,ASP,64,7058,9258,8392,127804.2947386702
4211,7,2,7,USP,65,7012,9597,8703,1335432.9862768108
4211,7,2,7,ASP,64,7272,9597,8703,127722.9244803631
4737,7,2,7,USP,65,7136,9835,8908,1467244.7191546997
4737,7,2,7,ASP,64,7330,9835,8908,135114.65308322184
5263,7,2,7,USP,65,7446,10185,9241,1416687.995219586
5263,7,2,7,ASP,64,7606,10185,9241,145285.06270081218
5789,7,2,7,USP,65,7468,10268,9305,1472412.9448988647
5789,7,2,7,ASP,64,7590,10268,9305,140109.9897598418
6316,7,2,7,USP,65,7778,10642,9655,1209773.7239386805
6316,7,2,7,ASP,64,7852,10642,9655,153380.66829290855
6842,7,2,7,USP,65,7654,10514,9533,1316726.5767351945
6842,7,2,7,ASP,64,7740,10514,9533,153709.07679464488
7368,7,2,7,USP,65,7858,10768,9761,1174297.2277952917
7368,7,2,7,ASP,64,7892,10768,9761,155965.28412026874
7894,7,2,7,USP,65,7876,10804,9793,1319442.2996957994
7894,7,2,7,ASP,64,7902,10804,9793,158364.5721271206
8421,7,2,7,USP,65,7974,10915,9898,1449001.8996504338
8421,7,2,7,ASP,64,7988,10915,9898,159645.98933758223
8947,7,2,7,USP,65,7986,10942,9925,1449908.5811003498
8947,7,2,7,ASP,64,8000,10942,9925,156913.12216892504
9473,7,2,7,USP,65,7922,10877,9859,1277525.428175999
9473,7,2,7,ASP,64,7934,10877,9859,158851.4321398846
10000,7,2,7,USP,67,8034,11003,9977,2966454.997870353
10000,7,2,7,ASP,66,10078,11003,9977,161178.52680444828
1,7,3,7,USP,13,0,4,3,169.00391306419152
1,7,3,7,ASP,12,0,4,3,84.50195653209576
