numbers_of_terms,numbers_of_modes,maximum_lengths_of_terms,maximum_bosonic_occupations,circuit_types,numbers_of_qubits,nonclifford_rotation_counts,left_elbow_counts,right_elbow_counts,rescaling_factors
1053,1,3,7,USP,26,470,612,557,196531.80654760124
1053,1,3,7,ASP,25,488,612,557,23571.588244619015
1579,1,3,7,USP,26,470,612,557,250538.11012891112
1579,1,3,7,ASP,25,488,612,557,28787.50835250527
2106,1,3,7,USP,26,470,612,557,266643.5211767036
2106,1,3,7,ASP,25,488,612,557,21532.77086365274
2632,1,3,7,USP,26,470,612,557,127991.7768735108
2632,1,3,7,ASP,25,488,612,557,19197.43896719383
3158,1,3,7,USP,26,470,612,557,118663.37580069162
3158,1,3,7,ASP,25,488,612,557,22551.679563541453
3684,1,3,7,USP,26,470,612,557,119697.84723477295
3684,1,3,7,ASP,25,488,612,557,27677.178728106526
4211,1,3,7,USP,26,470,612,557,217539.54808309884
4211,1,3,7,ASP,25,488,612,557,22631.38005928969
4737,1,3,7,USP,26,470,612,557,250878.83827949545
4737,1,3,7,ASP,25,488,612,557,25022.140907035173
5263,1,3,7,USP,26,470,612,557,140246.14003282646
5263,1,3,7,ASP,25,488,612,557,23133.696940514903
5789,1,3,7,USP,26,470,612,557,188989.50874968286
5789,1,3,7,ASP,25,488,612,557,24804.00879927577
6316,1,3,7,USP,26,470,612,557,187445.25578065173
6316,1,3,7,ASP,25,488,612,557,27789.00584976878
6842,1,3,7,USP,26,470,612,557,89678.62673885071
6842,1,3,7,ASP,25,488,612,557,19309.319078733944
7368,1,3,7,USP,26,470,612,557,147596.763728628
7368,1,3,7,ASP,25,488,612,557,27903.1936856959
7894,1,3,7,USP,26,470,612,557,114994.90687163168
7894,1,3,7,ASP,25,488,612,557,21640.323167633553
8421,1,3,7,USP,26,470,612,557,349863.1108028104
8421,1,3,7,ASP,25,488,612,557,27361.330380128624
8947,1,3,7,USP,26,470,612,557,177161.18470506664
8947,1,3,7,ASP,25,488,612,557,23935.55348936305
9473,1,3,7,USP,26,470,612,557,132617.28456615895
9473,1,3,7,ASP,25,488,612,557,22936.30118227558
10000,1,3,7,USP,26,470,612,557,154204.107357887
10000,1,3,7,ASP,25,488,612,557,24147.276737891712
1,1,4,7,USP,7,0,4,3,186.9055893865114
1,1,4,7,ASP,6,0,4,3,93.4527946932557
527,1,4,7,USP,28,814,1053,965,688506.7899497456
527,1,4,7,ASP,27,894,1053,965,48541.26709748715
1053,1,4,7,USP,28,876,1133,1039,772641.4310072918
1053,1,4,7,ASP,27,944,1133,1039,66594.34725850113
1579,1,4,7,USP,28,874,1131,1037,679534.0345397607
1579,1,4,7,ASP,27,942,1131,1037,63774.831705127246
2106,1,4,7,USP,28,928,1201,1102,1533849.4203463637
2106,1,4,7,ASP,27,986,1201,1102,87701.0498161798
2632,1,4,7,USP,28,928,1195,1096,1158993.629657722
2632,1,4,7,ASP,27,986,1195,1096,101039.184512806
3158,1,4,7,USP,28,950,1226,1125,1004804.1125695491
3158,1,4,7,ASP,27,1004,1226,1125,88719.63810861632
3684,1,4,7,USP,28,950,1229,1128,1250815.3097021712
3684,1,4,7,ASP,27,1004,1229,1128,102516.79444025135
4211,1,4,7,USP,28,938,1215,1115,2201341.0075190165
4211,1,4,7,ASP,27,994,1215,1115,108433.75451093094
4737,1,4,7,USP,28,960,1240,1138,924827.7111899019
4737,1,4,7,ASP,27,1012,1240,1138,108722.49430075916
5263,1,4,7,USP,28,962,1240,1138,1161159.9324648208
5263,1,4,7,ASP,27,1014,1240,1138,113896.59209856736
5789,1,4,7,USP,28,962,1240,1138,1068155.558985077
5789,1,4,7,ASP,27,1014,1240,1138,130921.73085069912
6316,1,4,7,USP,28,972,1251,1148,1255460.9668508952
6316,1,4,7,ASP,27,1022,1251,1148,126582.43163720383
6842,1,4,7,USP,28,962,1240,1138,1268059.2846537004
6842,1,4,7,ASP,27,1014,1240,1138,121392.20731629505
7368,1,4,7,USP,28,972,1251,1148,1243248.880597435
7368,1,4,7,ASP,27,1022,1251,1148,115090.04437745013
7894,1,4,7,USP,28,972,1251,1148,1077597.7294861362
7894,1,4,7,ASP,27,1022,1251,1148,134541.05835556806
8421,1,4,7,USP,28,972,1251,1148,1107621.6841070147
8421,1,4,7,ASP,27,1022,1251,1148,121891.17050138146
8947,1,4,7,USP,28,972,1251,1148,1168182.8168095113
8947,1,4,7,ASP,27,1022,1251,1148,128415.87771070647
9473,1,4,7,USP,28,972,1251,1148,1195085.9433909361
9473,1,4,7,ASP,27,1022,1251,1148,114108.56441026475
10000,1,4,7,USP,28,972,1251,1148,978140.259346387
10000,1,4,7,ASP,27,1022,1251,1148,130902.61297176513
1,1,5,7,USP,16,10,15,14,247.95980960337846
1,1,5,7,ASP,15,10,15,14,123.97990480168923
527,1,5,7,USP,28,1008,1328,1221,470649.2723826539
527,1,5,7,ASP,27,1050,1328,1221,60319.20130504637
1053,1,5,7,USP,30,1284,1670,1537,1903082.6646810807
1053,1,5,7,ASP,29,1530,1670,1537,138694.91820029155
1579,1,5,7,USP,30,1332,1730,1593,4285268.192606626
1579,1,5,7,ASP,29,1570,1730,1593,175179.37868548633
2106,1,5,7,USP,30,1430,1853,1706,1925295.28248282
2106,1,5,7,ASP,29,1648,1853,1706,184095.79765303453
2632,1,5,7,USP,30,1440,1873,1725,2914194.5915739085
2632,1,5,7,ASP,29,1656,1873,1725,215646.05057577425
3158,1,5,7,USP,30,1506,1952,1798,3142281.0843026536
3158,1,5,7,ASP,29,1710,1952,1798,215294.97972660395
3684,1,5,7,USP,30,1450,1880,1731,5079353.829522963
3684,1,5,7,ASP,29,1664,1880,1731,267386.27688321535
4211,1,5,7,USP,30,1530,1977,1821,3224509.012519125
4211,1,5,7,ASP,29,1730,1977,1821,245824.32972525634
4737,1,5,7,USP,30,1544,2002,1844,3785754.0413979357
4737,1,5,7,ASP,29,1740,2002,1844,272058.4330195155
5263,1,5,7,USP,30,1546,2000,1842,4430894.788951542
5263,1,5,7,ASP,29,1742,2000,1842,296521.08488732675
5789,1,5,7,USP,30,1536,1989,1832,3507659.4980956493
5789,1,5,7,ASP,29,1734,1989,1832,286324.91593831603
6316,1,5,7,USP,30,1568,2030,1870,5153023.295898066
6316,1,5,7,ASP,29,1760,2030,1870,342068.21395890083
6842,1,5,7,USP,30,1566,2030,1870,6190647.497888781
6842,1,5,7,ASP,29,1758,2030,1870,428747.0713214916
7368,1,5,7,USP,30,1558,2015,1856,3706823.3547902913
7368,1,5,7,ASP,29,1752,2015,1856,344858.4392737893
7894,1,5,7,USP,30,1570,2030,1870,3723710.097116378
7894,1,5,7,ASP,29,1762,2030,1870,342015.9062351499
8421,1,5,7,USP,30,1578,2044,1883,10874607.828709954
8421,1,5,7,ASP,29,1768,2044,1883,490507.39540139766
8947,1,5,7,USP,30,1568,2027,1867,4025749.3049737536
8947,1,5,7,ASP,29,1760,2027,1867,336177.5358914909
9473,1,5,7,USP,30,1568,2030,1870,8025971.051043689
9473,1,5,7,ASP,29,1760,2030,1870,416993.9849965586
10000,1,5,7,USP,30,1588,2055,1893,4140267.620003959
10000,1,5,7,ASP,29,1776,2055,1893,381214.34743664693
1,1,1,15,USP,17,16,22,21,516.8085675500269
1,1,1,15,ASP,16,16,22,21,258.4042837750134
527,1,1,15,USP,23,44,60,54,1439.0632667460977
527,1,1,15,ASP,22,48,60,54,373.0381600133199
1053,1,1,15,USP,23,44,60,54,2836.209894359403
1053,1,1,15,ASP,22,48,60,54,662.1083025639816
1579,1,1,15,USP,23,44,60,54,1258.6937751206433
1579,1,1,15,ASP,22,48,60,54,333.7858854430588
2106,1,1,15,USP,23,44,60,54,2598.017989903962
2106,1,1,15,ASP,22,48,60,54,518.6890498343382
2632,1,1,15,USP,23,44,60,54,2257.1657511026124
2632,1,1,15,ASP,22,48,60,54,790.496474745496
3158,1,1,15,USP,23,44,60,54,860.1780590046951
3158,1,1,15,ASP,22,48,60,54,394.6579546033444
3684,1,1,15,USP,23,44,60,54,2010.754777254685
3684,1,1,15,ASP,22,48,60,54,507.1128770197505
4211,1,1,15,USP,23,44,60,54,1304.3249267769377
4211,1,1,15,ASP,22,48,60,54,359.83943381875844
4737,1,1,15,USP,23,44,60,54,1354.267684723586
4737,1,1,15,ASP,22,48,60,54,363.29988246621684
5263,1,1,15,USP,23,44,60,54,1824.2515917763278
5263,1,1,15,ASP,22,48,60,54,723.2599668436009
5789,1,1,15,USP,23,44,60,54,2946.2539253361156
5789,1,1,15,ASP,22,48,60,54,844.3414142256559
6316,1,1,15,USP,23,44,60,54,2546.4959973020023
6316,1,1,15,ASP,22,48,60,54,671.0258138536933
6842,1,1,15,USP,23,44,60,54,2036.477840225074
6842,1,1,15,ASP,22,48,60,54,524.9985498439339
7368,1,1,15,USP,23,44,60,54,2715.598605552888
7368,1,1,15,ASP,22,48,60,54,857.0535091684773
7894,1,1,15,USP,23,44,60,54,1910.390981983157
7894,1,1,15,ASP,22,48,60,54,581.3441945992037
8421,1,1,15,USP,23,44,60,54,3180.2955323411843
8421,1,1,15,ASP,22,48,60,54,815.4101360576772
8947,1,1,15,USP,23,44,60,54,2378.9017878691775
8947,1,1,15,ASP,22,48,60,54,736.0573009841343
9473,1,1,15,USP,23,44,60,54,2885.0164290867106
9473,1,1,15,ASP,22,48,60,54,834.854074736441
10000,1,1,15,USP,23,44,60,54,3002.570306661677
10000,1,1,15,ASP,22,48,60,54,637.5334241949022
1,1,2,15,USP,18,16,23,22,141.18303519251538
1,1,2,15,ASP,17,16,23,22,70.59151759625769
527,1,2,15,USP,27,264,332,309,70763.25979907546
527,1,2,15,ASP,26,282,332,309,8198.219625346668
1053,1,2,15,USP,27,264,332,309,36777.11712932273
1053,1,2,15,ASP,26,282,332,309,5884.102999280188
1579,1,2,15,USP,27,264,332,309,50063.193566627146
1579,1,2,15,ASP,26,282,332,309,6952.071444680367
2106,1,2,15,USP,27,264,332,309,44448.42303868517
2106,1,2,15,ASP,26,282,332,309,6101.457655216891
2632,1,2,15,USP,27,264,332,309,59536.68813960003
2632,1,2,15,ASP,26,282,332,309,7176.736339329656
3158,1,2,15,USP,27,264,332,309,46753.13293185777
3158,1,2,15,ASP,26,282,332,309,6613.228462176183
3684,1,2,15,USP,27,264,332,309,32441.95756440224
3684,1,2,15,ASP,26,282,332,309,6814.390830539977
4211,1,2,15,USP,27,264,332,309,48114.16894759533
4211,1,2,15,ASP,26,282,332,309,6893.538262375246
4737,1,2,15,USP,27,264,332,309,23077.8172185202
4737,1,2,15,ASP,26,282,332,309,4206.497031586466
5263,1,2,15,USP,27,264,332,309,30814.180795250875
5263,1,2,15,ASP,26,282,332,309,4171.55788266538
5789,1,2,15,USP,27,264,332,309,12945.041474365476
5789,1,2,15,ASP,26,282,332,309,2516.2462727628726
6316,1,2,15,USP,27,264,332,309,36342.275909582546
6316,1,2,15,ASP,26,282,332,309,4802.373628201346
6842,1,2,15,USP,27,264,332,309,84889.76893804006
6842,1,2,15,ASP,26,282,332,309,7319.140068194899
7368,1,2,15,USP,27,264,332,309,32081.854011553776
7368,1,2,15,ASP,26,282,332,309,4001.428191380544
7894,1,2,15,USP,27,264,332,309,35175.77614939694
7894,1,2,15,ASP,26,282,332,309,5686.106684713139
8421,1,2,15,USP,27,264,332,309,38596.776961426775
8421,1,2,15,ASP,26,282,332,309,4776.873044748343
8947,1,2,15,USP,27,264,332,309,47680.62705468197
8947,1,2,15,ASP,26,282,332,309,5551.555249666393
9473,1,2,15,USP,27,264,332,309,44557.63989568889
9473,1,2,15,ASP,26,282,332,309,6673.286154071404
10000,1,2,15,USP,27,264,332,309,45992.50337271785
10000,1,2,15,ASP,26,282,332,309,5138.3549463276595
1,1,3,15,USP,18,18,23,22,521.1263046792003
1,1,3,15,ASP,17,18,23,22,260.56315233960015
527,1,3,15,USP,29,760,932,879,268614.09471619304
527,1,3,15,ASP,28,782,932,879,31205.074381498987
1053,1,3,15,USP,29,798,976,921,371769.890234223
1053,1,3,15,ASP,28,816,976,921,45101.63469275473
1579,1,3,15,USP,29,798,976,921,558372.6839036432
1579,1,3,15,ASP,28,816,976,921,51636.528836272
2106,1,3,15,USP,29,798,976,921,213319.28028617802
2106,1,3,15,ASP,28,816,976,921,34392.97719260228
2632,1,3,15,USP,29,780,954,900,665024.6830536749
2632,1,3,15,ASP,28,800,954,900,46565.91026510451
3158,1,3,15,USP,29,798,976,921,538407.4440200668
3158,1,3,15,ASP,28,816,976,921,41972.46849936931
3684,1,3,15,USP,29,798,976,921,382202.7545854179
3684,1,3,15,ASP,28,816,976,921,47325.710215495936
4211,1,3,15,USP,29,798,976,921,475582.2010012324
4211,1,3,15,ASP,28,816,976,921,55020.1022870764
4737,1,3,15,USP,29,798,976,921,596620.217400093
4737,1,3,15,ASP,28,816,976,921,42682.79643457081
5263,1,3,15,USP,29,798,976,921,304402.37909570325
5263,1,3,15,ASP,28,816,976,921,39697.46443123173
5789,1,3,15,USP,29,798,976,921,619203.8123552161
5789,1,3,15,ASP,28,816,976,921,47933.350446211436
6316,1,3,15,USP,29,798,976,921,359189.35179455567
6316,1,3,15,ASP,28,816,976,921,49557.78427300004
6842,1,3,15,USP,29,798,976,921,917462.3054774714
6842,1,3,15,ASP,28,816,976,921,54367.00434601044
7368,1,3,15,USP,29,798,976,921,742468.3924488075
7368,1,3,15,ASP,28,816,976,921,66580.12432858814
7894,1,3,15,USP,29,798,976,921,337587.53991246806
7894,1,3,15,ASP,28,816,976,921,40708.53339522024
8421,1,3,15,USP,29,798,976,921,403319.70254385937
8421,1,3,15,ASP,28,816,976,921,47891.777308352
8947,1,3,15,USP,29,798,976,921,407825.0189824237
8947,1,3,15,ASP,28,816,976,921,44192.41304618123
9473,1,3,15,USP,29,798,976,921,381666.52538367326
9473,1,3,15,ASP,28,816,976,921,47257.39809286404
10000,1,3,15,USP,29,798,976,921,276419.5484374453
10000,1,3,15,ASP,28,816,976,921,32714.620855265286
1,1,4,15,USP,9,0,5,4,105.01045159318124
1,1,4,15,ASP,8,0,5,4,52.50522579659062
527,1,4,15,USP,31,1468,1788,1696,1926768.6536957747
527,1,4,15,ASP,30,1540,1788,1696,117893.77088611464
1053,1,4,15,USP,31,1580,1922,1824,3751564.5192914642
1053,1,4,15,ASP,30,1640,1922,1824,170388.7860599502
1579,1,4,15,USP,31,1580,1921,1823,2446343.801926302
1579,1,4,15,ASP,30,1640,1921,1823,152450.01800400604
2106,1,4,15,USP,31,1582,1921,1823,3088153.0817700867
2106,1,4,15,ASP,30,1642,1921,1823,232908.9583980864
2632,1,4,15,USP,31,1600,1945,1846,4130460.8180445796
2632,1,4,15,ASP,30,1658,1945,1846,195476.02400378982
3158,1,4,15,USP,31,1618,1968,1868,2705465.5308862966
3158,1,4,15,ASP,30,1674,1968,1868,200793.78755695035
3684,1,4,15,USP,31,1658,2011,1909,3206413.941288666
3684,1,4,15,ASP,30,1710,2011,1909,217953.62869536172
4211,1,4,15,USP,31,1640,1988,1887,1634191.3761733512
4211,1,4,15,ASP,30,1694,1988,1887,245465.43797268675
4737,1,4,15,USP,31,1638,1991,1890,6435386.394779567
4737,1,4,15,ASP,30,1692,1991,1890,312109.1114399213
5263,1,4,15,USP,31,1656,2011,1909,2878130.6390322763
5263,1,4,15,ASP,30,1708,2011,1909,257639.39480427257
5789,1,4,15,USP,31,1638,1991,1890,5336402.203836957
5789,1,4,15,ASP,30,1692,1991,1890,270213.5129136714
6316,1,4,15,USP,31,1656,2011,1909,4134110.056433501
6316,1,4,15,ASP,30,1708,2011,1909,323983.25219224236
6842,1,4,15,USP,31,1658,2011,1909,4202401.397967066
6842,1,4,15,ASP,30,1710,2011,1909,310384.1450561626
7368,1,4,15,USP,31,1676,2031,1928,3163310.812325394
7368,1,4,15,ASP,30,1726,2031,1928,288138.31653304707
7894,1,4,15,USP,31,1676,2031,1928,3621915.802390518
7894,1,4,15,ASP,30,1726,2031,1928,289750.2629526599
8421,1,4,15,USP,31,1676,2031,1928,4259804.5169430375
8421,1,4,15,ASP,30,1726,2031,1928,313418.8953013939
8947,1,4,15,USP,31,1656,2011,1909,8479382.568624573
8947,1,4,15,ASP,30,1708,2011,1909,326565.8434590982
9473,1,4,15,USP,31,1676,2031,1928,9286600.041922005
9473,1,4,15,ASP,30,1726,2031,1928,386757.04752181575
10000,1,4,15,USP,31,1638,1991,1890,2963039.58446829
10000,1,4,15,ASP,30,1692,1991,1890,226673.1894010171
1,1,5,15,USP,12,16,19,18,488.15145482460093
1,1,5,15,ASP,11,16,19,18,244.07572741230047
527,1,5,15,USP,31,1756,2149,2041,10487013.210365597
527,1,5,15,ASP,30,1796,2149,2041,296562.8510364662
1053,1,5,15,USP,33,2204,2692,2560,23248703.60520132
1053,1,5,15,ASP,32,2452,2692,2560,410362.9292414101
1579,1,5,15,USP,33,2376,2890,2749,24577931.99127004
1579,1,5,15,ASP,32,2606,2890,2749,539003.0644019181
2106,1,5,15,USP,33,2408,2936,2793,12311302.483068388
2106,1,5,15,ASP,32,2634,2936,2793,670086.7684638075
2632,1,5,15,USP,33,2502,3047,2899,32709560.104701035
2632,1,5,15,ASP,32,2718,3047,2899,699014.3640671509
3158,1,5,15,USP,33,2522,3069,2920,22108007.98006899
3158,1,5,15,ASP,32,2736,3069,2920,904856.715950485
3684,1,5,15,USP,33,2596,3162,3009,10149628.972344935
3684,1,5,15,ASP,32,2802,3162,3009,636708.6196653874
4211,1,5,15,USP,33,2636,3207,3052,41702027.7868372
4211,1,5,15,ASP,32,2838,3207,3052,1037686.8799825372
4737,1,5,15,USP,33,2632,3204,3049,43046534.43679169
4737,1,5,15,ASP,32,2834,3204,3049,1038611.8373340787
5263,1,5,15,USP,33,2654,3227,3071,31423899.288643524
5263,1,5,15,ASP,32,2854,3227,3071,1037637.7371701554
5789,1,5,15,USP,33,2712,3292,3133,63052139.578838065
5789,1,5,15,ASP,32,2906,3292,3133,1162160.5553913685
6316,1,5,15,USP,33,2654,3228,3072,17968747.378865164
6316,1,5,15,ASP,32,2854,3228,3072,836868.3197245473
6842,1,5,15,USP,33,2596,3166,3013,17734902.602146853
6842,1,5,15,ASP,32,2802,3166,3013,832084.2610045016
7368,1,5,15,USP,33,2728,3314,3154,28394185.230315413
7368,1,5,15,ASP,32,2920,3314,3154,1325200.4987684628
7894,1,5,15,USP,33,2748,3333,3172,26845666.283394016
7894,1,5,15,ASP,32,2938,3333,3172,1319735.4229743613
8421,1,5,15,USP,33,2762,3355,3193,32636690.840572476
8421,1,5,15,ASP,32,2950,3355,3193,1355344.561057974
8947,1,5,15,USP,33,2782,3377,3214,29315552.93081406
8947,1,5,15,ASP,32,2968,3377,3214,1389279.1134770506
9473,1,5,15,USP,33,2692,3265,3107,27529307.125600386
9473,1,5,15,ASP,32,2888,3265,3107,1049783.6101201945
10000,1,5,15,USP,33,2784,3376,3213,46588003.90841095
10000,1,5,15,ASP,32,2970,3376,3213,1491575.9611338025
1,15,1,1,USP,22,4,5,4,25.1136741023219
1,15,1,1,ASP,21,4,5,4,12.55683705116095
527,15,1,1,USP,64,268,390,300,17174.453294571307
527,15,1,1,ASP,63,344,390,300,5193.598913615623
1053,15,1,1,USP,64,268,390,300,17454.184444979277
1053,15,1,1,ASP,63,344,390,300,5454.263201831779
1579,15,1,1,USP,64,268,390,300,16529.180295238148
1579,15,1,1,ASP,63,344,390,300,5148.324925277051
2106,15,1,1,USP,64,268,390,300,18097.688677854196
2106,15,1,1,ASP,63,344,390,300,5217.005225766026
2632,15,1,1,USP,64,268,390,300,16854.82148340979
2632,15,1,1,ASP,63,344,390,300,4993.519696646474
3158,15,1,1,USP,64,268,390,300,18006.42690645713
3158,15,1,1,ASP,63,344,390,300,5614.52988769538
3684,15,1,1,USP,64,268,390,300,16578.73441086666
3684,15,1,1,ASP,63,344,390,300,4896.260049940655
4211,15,1,1,USP,64,268,390,300,17370.240556996476
4211,15,1,1,ASP,63,344,390,300,5720.927051328314
4737,15,1,1,USP,64,268,390,300,17974.368566012377
4737,15,1,1,ASP,63,344,390,300,5354.6408722965825
5263,15,1,1,USP,64,268,390,300,15650.700544208268
5263,15,1,1,ASP,63,344,390,300,5174.914935915208
5789,15,1,1,USP,64,268,390,300,18022.921385242007
5789,15,1,1,ASP,63,344,390,300,5411.162295797152
6316,15,1,1,USP,64,268,390,300,17435.757214806395
6316,15,1,1,ASP,63,344,390,300,5004.191709219455
6842,15,1,1,USP,64,268,390,300,17917.46288545609
6842,15,1,1,ASP,63,344,390,300,4410.804892677897
7368,15,1,1,USP,64,268,390,300,17811.850226662787
7368,15,1,1,ASP,63,344,390,300,5159.476067467968
7894,15,1,1,USP,64,268,390,300,16929.14310747797
7894,15,1,1,ASP,63,344,390,300,4833.190794405708
8421,15,1,1,USP,64,268,390,300,17943.676828749223
8421,15,1,1,ASP,63,344,390,300,5280.882785079485
8947,15,1,1,USP,64,268,390,300,18041.21583559423
8947,15,1,1,ASP,63,344,390,300,5025.426051589139
9473,15,1,1,USP,64,268,390,300,17774.326470597247
9473,15,1,1,ASP,63,344,390,300,4834.17129438168
10000,15,1,1,USP,64,268,390,300,17953.64133188326
10000,15,1,1,ASP,63,344,390,300,5280.483350387599
1,15,2,1,USP,37,0,5,4,196.81383895519176
1,15,2,1,ASP,36,0,5,4,98.40691947759588
527,15,2,1,USP,70,1320,1875,1522,98293.47690133125
527,15,2,1,ASP,69,1638,1875,1522,21354.282060717243
1053,15,2,1,USP,72,2334,3199,2617,191326.79695565125
1053,15,2,1,ASP,71,3218,3199,2617,38424.94567626144
1579,15,2,1,USP,72,3168,4465,3657,217741.54693659264
1579,15,2,1,ASP,71,3600,4465,3657,51802.48675342197
2106,15,2,1,USP,74,4120,5823,4772,522611.0796610694
2106,15,2,1,ASP,73,6114,5823,4772,68667.71095761344
2632,15,2,1,USP,74,4726,6757,5535,465941.1488938057
2632,15,2,1,ASP,73,6378,6757,5535,78544.2433708564
3158,15,2,1,USP,74,5470,7714,6331,621284.551430251
3158,15,2,1,ASP,73,6800,7714,6331,92528.2202912927
3684,15,2,1,USP,74,6228,8875,7281,547083.3136083526
3684,15,2,1,ASP,73,7136,8875,7281,107182.51221671332
4211,15,2,1,USP,74,6882,9833,8066,517247.0990858893
4211,15,2,1,ASP,73,7444,9833,8066,116432.96446437664
4737,15,2,1,USP,74,7480,10597,8697,658458.0901297246
4737,15,2,1,ASP,73,7776,10597,8697,127198.59733661606
5263,15,2,1,USP,74,7946,11276,9256,681805.8573334183
5263,15,2,1,ASP,73,8002,11276,9256,135690.88231275996
5789,15,2,1,USP,76,8778,12487,10248,1108678.0252434132
5789,15,2,1,ASP,75,12492,12487,10248,153998.58056550575
6316,15,2,1,USP,76,8978,12819,10518,1406892.743444374
6316,15,2,1,ASP,75,12568,12819,10518,156255.92994142917
6842,15,2,1,USP,76,9474,13605,11166,1078776.1090703977
6842,15,2,1,ASP,75,12788,13605,11166,161478.43990504768
7368,15,2,1,USP,76,10214,14502,11911,1495814.340884704
7368,15,2,1,ASP,75,13222,14502,11911,175507.29717088744
7894,15,2,1,USP,76,10478,14947,12273,1583011.6653710261
7894,15,2,1,ASP,75,13322,14947,12273,185291.3199050827
8421,15,2,1,USP,76,11022,15711,12901,1489614.6422408845
8421,15,2,1,ASP,75,13594,15711,12901,193093.04922945396
8947,15,2,1,USP,76,11602,16450,13514,1380741.5340831978
8947,15,2,1,ASP,75,13922,16450,13514,202287.72933723102
9473,15,2,1,USP,76,11648,16522,13571,1508358.8328936691
9473,15,2,1,ASP,75,13938,16522,13571,205326.61390233663
10000,15,2,1,USP,76,12126,17230,14154,1517281.868657752
10000,15,2,1,ASP,75,14166,17230,14154,214875.78569487968
1,15,3,1,USP,22,2,5,4,37.897082957426754
1,15,3,1,ASP,21,2,5,4,18.948541478713377
527,15,3,1,USP,72,1846,2557,2127,135694.5215505453
527,15,3,1,ASP,71,2010,2557,2127,28871.123643573046
1053,15,3,1,USP,74,3318,4786,3992,263987.85127185675
1053,15,3,1,ASP,73,3778,4786,3992,53278.196200920655
1579,15,3,1,USP,76,4964,6949,5812,556776.1582696782
1579,15,3,1,ASP,75,6786,6949,5812,81095.89496654092
2106,15,3,1,USP,76,6408,8909,7467,573256.2929815205
2106,15,3,1,ASP,75,7620,8909,7467,99679.23638756112
2632,15,3,1,USP,76,7844,11089,9307,582227.4927699394
2632,15,3,1,ASP,75,8376,11089,9307,124806.81737053295
3158,15,3,1,USP,76,9008,12753,10705,579151.8429524474
3158,15,3,1,ASP,75,9008,12753,10705,143855.51057102604
3684,15,3,1,USP,78,10498,14770,12390,1589906.0246918085
3684,15,3,1,ASP,77,13930,14770,12390,167468.46121482752
4211,15,3,1,USP,78,11684,16676,14004,1205154.8561036526
4211,15,3,1,ASP,77,14532,16676,14004,187294.1746743765
4737,15,3,1,USP,78,13438,18787,15803,1422382.123727256
4737,15,3,1,ASP,77,15662,18787,15803,209891.81437483372
5263,15,3,1,USP,78,14214,20124,16914,1149122.6137767187
5263,15,3,1,ASP,77,15986,20124,16914,220976.52152163873
5789,15,3,1,USP,78,16026,22530,18959,1330524.730082124
5789,15,3,1,ASP,77,17076,22530,18959,250970.43260339272
6316,15,3,1,USP,78,17282,24210,20375,1146495.9656587276
6316,15,3,1,ASP,77,17804,24210,20375,275668.76746300556
6842,15,3,1,USP,80,18322,26047,21896,2315923.3751242235
6842,15,3,1,ASP,79,26404,26047,21896,296706.93525020743
7368,15,3,1,USP,80,19768,27920,23501,2439750.1411111816
7368,15,3,1,ASP,79,27314,27920,23501,314643.6590023656
7894,15,3,1,USP,80,20972,29571,24899,2860276.3800594006
7894,15,3,1,ASP,79,28012,29571,24899,336967.2003857791
8421,15,3,1,USP,80,21910,30949,26062,2776450.9542507553
8421,15,3,1,ASP,79,28520,30949,26062,342747.93203795404
8947,15,3,1,USP,80,22724,32288,27182,2707856.9096348006
8947,15,3,1,ASP,79,28896,32288,27182,359745.8080893622
9473,15,3,1,USP,80,24518,34646,29181,2453242.497693781
9473,15,3,1,ASP,79,29972,34646,29181,395032.8772605583
10000,15,3,1,USP,80,25378,35873,30212,2880513.8745819177
10000,15,3,1,ASP,79,30440,35873,30212,404286.46364628006
1,15,4,1,USP,39,8,10,9,267.2599042167017
